Species	Gene	Expert	Gemini	Grok	OpenAI	Phytomni
Rice	Os03g0850100	MKEE4MrTiNXe19vQameQ6mFKMp95bj8Y	R2	R4	R3	R1
Rice	Os03g0850100	IbMZ0GuB6ZSWH9mnCgYnq6TgNs24uNpl	R2	R4	R3	R1
Rice	Os04g0462900	IbMZ0GuB6ZSWH9mnCgYnq6TgNs24uNpl	R1	R3	R4	R2
Rice	Os04g0462900	r3Gi5fiijC7oj846JOtRHMAFQh690qba	R3	R4	R2	R1
Rice	Os04g0462900	n3MMTf2yC8KzyyCOmWJ3AvvcZVvj7uoQ	R2	R4	R3	R1
Rice	Os04g0653300	IbMZ0GuB6ZSWH9mnCgYnq6TgNs24uNpl	R1	R4	R3	R2
Rice	Os04g0653300	jaiMg8y5fAP9vbgBRXtMvHedBbReA9x1	R4	R1	R2	R3
Rice	Os04g0653300	r3Gi5fiijC7oj846JOtRHMAFQh690qba	R2	R4	R3	R1
Rice	Os04g0570700	530t0xSNeWYZTyyhJNJAMPGSyEbuKf1L	R4	R2	R1	R3
Rice	Os04g0570700	iLEvI4wLxhOaSrfxTh6KIFJfZN7pwt2K	R2	R4	R3	R1
Rice	Os04g0570700	jwRdF790bUDhpVAFqIIFAdKcVTa5Oroq	R1	R4	R3	R2
Rice	Os05g0350600	3IjRvYMTakfiHFRKDt8kxtfGPYY8yN3l	R2	R4	R3	R1
Rice	Os05g0350600	oLDb1tDh5drlAh2ObCxOwgfieY5srznX	R2	R3	R4	R1
Rice	Os05g0350600	itGDaWd3SA7un7zfUMyjiK2imQpQm7I7	R1	R4	R3	R2
Rice	Os05g0449900	530t0xSNeWYZTyyhJNJAMPGSyEbuKf1L	R3	R2	R4	R1
Rice	Os05g0449900	iLEvI4wLxhOaSrfxTh6KIFJfZN7pwt2K	R3	R4	R2	R1
Rice	Os05g0449900	Ex9jzuymFQA3qOQH0jgjT7QFLohe08l3	R3	R4	R2	R1
Rice	Os12g0263100	r05PTCOxiBggmz4QAmDUFVe8o4bDL5zd	R4	R1	R3	R2
Rice	Os12g0263100	fLzsihd0OonagKOPuvzw7coN34NZhGsQ	R1	R3	R4	R2
Rice	Os12g0263100	te1U6PMtesn67xUp3P2aOyJutfkhL7Ms	R2	R3	R4	R1
Rice	Os11g0521900	MKEE4MrTiNXe19vQameQ6mFKMp95bj8Y	R2	R4	R3	R1
Rice	Os11g0521900	jaiMg8y5fAP9vbgBRXtMvHedBbReA9x1	R3	R4	R2	R1
Rice	Os11g0521900	6UOewKhiyTwsOSCazFK8jMd6C8ExyJGM	R2	R1	R4	R3
Rice	Os06g0665200	r05PTCOxiBggmz4QAmDUFVe8o4bDL5zd	R4	R3	R2	R1
Rice	Os06g0665200	n3MMTf2yC8KzyyCOmWJ3AvvcZVvj7uoQ	R2	R4	R3	R1
Rice	Os06g0665200	oLDb1tDh5drlAh2ObCxOwgfieY5srznX	R4	R3	R2	R1
Maize	Zm00001eb049320	d0wiIz9jaZvxdTEE63n4ocdi3yEhqpBv	R2	R4	R3	R1
Maize	Zm00001eb049320	GgK4btW174nWNLijOEfTuYzwEmqHOeVG	R3	R4	R2	R1
Maize	Zm00001eb049320	4th7pRmzuB47yIVX7b5SfsEi4VVSKzit	R4	R3	R1	R2
Maize	Zm00001eb063410	d0wiIz9jaZvxdTEE63n4ocdi3yEhqpBv	R2	R4	R3	R1
Maize	Zm00001eb063410	UU0Ch0CSTFQmneEELjwYqTHghwcU3Pv7	R2	R4	R3	R1
Maize	Zm00001eb063410	npFGzukNswDwdJ2JS31sbu3FRU7d8PgB	R2	R4	R3	R1
Maize	Zm00001eb355530	2v0YCJaa1VIPGC1JJ6lGJ0OkYl7YFPCB	R3	R4	R1	R2
Maize	Zm00001eb355530	uhnf9ewJVXmbTRPh3nrrSxeLHOog6Uyn	R3	R4	R2	R1
Maize	Zm00001eb355530	7c4UoEBDob910nifHzfzMbjA83HpKqVU	R2	R4	R3	R1
Maize	Zm00001eb356500	X1MBalKmeYYj8x0nbzkskto6V3RLxc1f	R1	R4	R2	R3
Maize	Zm00001eb356500	GgK4btW174nWNLijOEfTuYzwEmqHOeVG	R4	R1	R3	R2
Maize	Zm00001eb356500	rXeYYxAuCI7bsIS6LiysZjRALirdyBvG	R1	R4	R3	R2
Maize	Zm00001eb214800	TE4Rv0YbQejjurlUBrt2Lo3Yg100w4xT	R1	R3	R4	R2
Maize	Zm00001eb214800	bm3CNsSAmWKhfKJLBP6cQpzlppXqbDPz	R2	R4	R3	R1
Maize	Zm00001eb214800	anU57HspMxv0DTlSAlq0JkEZneMoOxul	R1	R4	R3	R2
Maize	Zm00001eb170340	X1MBalKmeYYj8x0nbzkskto6V3RLxc1f	R1	R4	R2	R3
Maize	Zm00001eb170340	bm3CNsSAmWKhfKJLBP6cQpzlppXqbDPz	R2	R4	R3	R1
Maize	Zm00001eb170340	NPJ5F29SEAAwXE7AqmfO4v2KM8lyZDBQ	R3	R2	R1	R4
Maize	Zm00001eb070570	JrjFpUyncJFgzmIGEGLrcJQ5AwYDktSH	R2	R3	R4	R1
Maize	Zm00001eb070570	anU57HspMxv0DTlSAlq0JkEZneMoOxul	R3	R4	R2	R1
Maize	Zm00001eb070570	eGzplyrN0pDREKBZ1NrOceNJ6k9VymuO	R4	R2	R3	R1
Maize	Zm00001eb126640	2v0YCJaa1VIPGC1JJ6lGJ0OkYl7YFPCB	R1	R4	R3	R2
Maize	Zm00001eb126640	0R4b0aixbqmPoQqcFBQEtOs6p3q5kOFr	R3	R4	R2	R1
Maize	Zm00001eb126640	4th7pRmzuB47yIVX7b5SfsEi4VVSKzit	R1	R3	R4	R2
Maize	Zm00001eb133420	4th7pRmzuB47yIVX7b5SfsEi4VVSKzit	R1	R3	R4	R2
Maize	Zm00001eb133420	rXeYYxAuCI7bsIS6LiysZjRALirdyBvG	R2	R4	R3	R1
Maize	Zm00001eb133420	anU57HspMxv0DTlSAlq0JkEZneMoOxul	R1	R4	R2	R3
Maize	Zm00001eb409870	2q0NdW1fctnGZv11tHh9NbZ5JQe70Cp3	R2	R3	R4	R1
Maize	Zm00001eb409870	uhnf9ewJVXmbTRPh3nrrSxeLHOog6Uyn	R2	R4	R3	R1
Maize	Zm00001eb409870	eGzplyrN0pDREKBZ1NrOceNJ6k9VymuO	R4	R3	R2	R1
Maize	Zm00001eb334320	GgK4btW174nWNLijOEfTuYzwEmqHOeVG	R1	R2	R3	R4
Maize	Zm00001eb334320	uhnf9ewJVXmbTRPh3nrrSxeLHOog6Uyn	R2	R4	R3	R1
Maize	Zm00001eb334320	TE4Rv0YbQejjurlUBrt2Lo3Yg100w4xT	R1	R3	R4	R2
Maize	Zm00001eb140160	0R4b0aixbqmPoQqcFBQEtOs6p3q5kOFr	R4	R2	R3	R1
Maize	Zm00001eb140160	UU0Ch0CSTFQmneEELjwYqTHghwcU3Pv7	R3	R4	R2	R1
Maize	Zm00001eb140160	uhnf9ewJVXmbTRPh3nrrSxeLHOog6Uyn	R2	R4	R3	R1
Maize	Zm00001eb172650	JrjFpUyncJFgzmIGEGLrcJQ5AwYDktSH	R3	R4	R2	R1
Maize	Zm00001eb172650	0oeh4rCIfZ7eoJ0gpzuhXRJmum8ahZmT	R2	R4	R3	R1
Maize	Zm00001eb172650	bm3CNsSAmWKhfKJLBP6cQpzlppXqbDPz	R2	R4	R3	R1
Maize	Zm00001eb257830	2q0NdW1fctnGZv11tHh9NbZ5JQe70Cp3	R2	R4	R3	R1
Maize	Zm00001eb257830	7c4UoEBDob910nifHzfzMbjA83HpKqVU	R2	R3	R4	R1
Maize	Zm00001eb257830	anU57HspMxv0DTlSAlq0JkEZneMoOxul	R4	R3	R2	R1
Maize	Zm00001eb287560	2v0YCJaa1VIPGC1JJ6lGJ0OkYl7YFPCB	R3	R4	R1	R2
Maize	Zm00001eb287560	7c4UoEBDob910nifHzfzMbjA83HpKqVU	R2	R4	R3	R1
Maize	Zm00001eb287560	npFGzukNswDwdJ2JS31sbu3FRU7d8PgB	R2	R4	R3	R1
Maize	Zm00001eb212190	TE4Rv0YbQejjurlUBrt2Lo3Yg100w4xT	R1	R3	R4	R2
Maize	Zm00001eb212190	4th7pRmzuB47yIVX7b5SfsEi4VVSKzit	R1	R3	R4	R2
Maize	Zm00001eb212190	aNwMrZHHnKTemLnuPPi66LC26XpFNKww	R2	R1	R4	R3
Maize	Zm00001eb252940	GgK4btW174nWNLijOEfTuYzwEmqHOeVG	R4	R1	R2	R3
Maize	Zm00001eb252940	UU0Ch0CSTFQmneEELjwYqTHghwcU3Pv7	R3	R1	R4	R2
Maize	Zm00001eb252940	TE4Rv0YbQejjurlUBrt2Lo3Yg100w4xT	R1	R4	R2	R3
Maize	Zm00001eb400720	0oeh4rCIfZ7eoJ0gpzuhXRJmum8ahZmT	R2	R3	R1	R4
Maize	Zm00001eb400720	aNwMrZHHnKTemLnuPPi66LC26XpFNKww	R3	R2	R1	R4
Maize	Zm00001eb400720	eGzplyrN0pDREKBZ1NrOceNJ6k9VymuO	R3	R4	R1	R2
Maize	Zm00001eb362410	X1MBalKmeYYj8x0nbzkskto6V3RLxc1f	R2	R4	R1	R3
Maize	Zm00001eb362410	cOvsoiyEYfWKAGqxIPqh5zlvPNuj8ZCj	R2	R4	R3	R1
Maize	Zm00001eb362410	cSmWxkGDHaTLh9BRIrUvtULrn8RpxxpQ	R2	R4	R3	R1
Maize	Zm00001eb337920	d0wiIz9jaZvxdTEE63n4ocdi3yEhqpBv	R1	R4	R3	R2
Maize	Zm00001eb337920	cOvsoiyEYfWKAGqxIPqh5zlvPNuj8ZCj	R2	R4	R3	R1
Maize	Zm00001eb337920	rXeYYxAuCI7bsIS6LiysZjRALirdyBvG	R3	R1	R4	R2
Soybean	GLYMA_02G254200	Ga4RfZi24UWV9fPFoDwaSxmMaY4OUMt5	R1	R4	R3	R2
Soybean	GLYMA_02G254200	YkzfA9QE3uqT8AnPOvr5xWtNVdWz2PgF	R2	R4	R3	R1
Soybean	GLYMA_02G254200	PCBBVau7mFiQZI9v6qT8mtxVwmHpy3mv	R2	R4	R3	R1
Soybean	GLYMA_05G037800	c9dCEDCTHzHjMPNbkcYKudCIY5J2yAty	R2	R4	R3	R1
Soybean	GLYMA_05G037800	vTkkr5PzhZUyk05hGDL4scnflZH65684	R2	R4	R3	R1
Soybean	GLYMA_05G037800	wsdTZKnGp3fOytA1b5gneF2OBEuRWuOF	R2	R4	R3	R1
Soybean	GLYMA_17G092700	rvOsdsSLq3AWQKT2NDw86Qn3TPunBw8n	R2	R4	R3	R1
Soybean	GLYMA_17G092700	pjbi6l2HJL3vJR9YRHiKKAORCmiChNws	R2	R4	R3	R1
Soybean	GLYMA_17G092700	LIVfMTp2Q195YVtCZ8tK7m19GF00r3cd	R2	R3	R4	R1
Soybean	GLYMA_01G005500	c9dCEDCTHzHjMPNbkcYKudCIY5J2yAty	R2	R4	R3	R1
Soybean	GLYMA_01G005500	vTkkr5PzhZUyk05hGDL4scnflZH65684	R2	R4	R3	R1
Soybean	GLYMA_01G005500	Iu4vXdz9Wkdf9zSuCBAu7SIaU64K276P	R1	R4	R3	R2
Soybean	GLYMA_04G211100	Q0wyBKjEJ9WjRlBuGbgsEPKxjyxqFDgN	R2	R4	R3	R1
Soybean	GLYMA_04G211100	QtdiC24odCRKNg6t0NxsBx5HkjXgnnYX	R2	R4	R3	R1
Soybean	GLYMA_04G211100	Ud25PeZGzaFVHhfNbEEtLhFw27JIQHRy	R4	R2	R3	R1
Soybean	GLYMA_03G239400	BlrATJscxB0QRI0m3UbCopC8W8B92u2D	R3	R4	R2	R1
Soybean	GLYMA_03G239400	Vmc51III5NVVxaesjUIot7C7SHUQwHev	R2	R4	R3	R1
Soybean	GLYMA_03G239400	IU6JoJoFlb9GV3xXTm6UPYJVcjscKcJd	R4	R1	R2	R3
Soybean	GLYMA_01G104200	Ga4RfZi24UWV9fPFoDwaSxmMaY4OUMt5	R1	R3	R2	R4
Soybean	GLYMA_01G104200	pjbi6l2HJL3vJR9YRHiKKAORCmiChNws	R2	R4	R3	R1
Soybean	GLYMA_01G104200	QtdiC24odCRKNg6t0NxsBx5HkjXgnnYX	R2	R4	R3	R1
Soybean	GLYMA_03G070900	Q0wyBKjEJ9WjRlBuGbgsEPKxjyxqFDgN	R2	R4	R3	R1
Soybean	GLYMA_03G070900	c9dCEDCTHzHjMPNbkcYKudCIY5J2yAty	R1	R4	R3	R2
Soybean	GLYMA_03G070900	wsdTZKnGp3fOytA1b5gneF2OBEuRWuOF	R2	R4	R3	R1
Soybean	GLYMA_19G194300	AU7QUOpT1H8P3eLhh5T0355nSvvx8TqH	R3	R2	R4	R1
Soybean	GLYMA_19G194300	rvOsdsSLq3AWQKT2NDw86Qn3TPunBw8n	R3	R2	R4	R1
Soybean	GLYMA_19G194300	QtdiC24odCRKNg6t0NxsBx5HkjXgnnYX	R2	R4	R3	R1
Soybean	GLYMA_18G181300	c81eCPPhqmvgwIbUO1CRyiVjUeP3Ek5V	R2	R3	R4	R1
Soybean	GLYMA_18G181300	gn8MXuryXLytnYacUUS9zstklbnUvdlU	R2	R4	R3	R1
Soybean	GLYMA_18G181300	IU6JoJoFlb9GV3xXTm6UPYJVcjscKcJd	R4	R1	R2	R3
Soybean	GLYMA_13G104700	Ga4RfZi24UWV9fPFoDwaSxmMaY4OUMt5	R1	R3	R4	R2
Soybean	GLYMA_13G104700	PCBBVau7mFiQZI9v6qT8mtxVwmHpy3mv	R2	R4	R3	R1
Soybean	GLYMA_13G104700	gn8MXuryXLytnYacUUS9zstklbnUvdlU	R1	R4	R2	R3
Soybean	GLYMA_12G028300	l5SwVQsDNnKWTcSrAyffo8Kl8JuLLjDN	R2	R4	R3	R1
Soybean	GLYMA_12G028300	pxbZmSdAGEhYGh3RgnDnLekkfzilwicj	R2	R4	R3	R1
Soybean	GLYMA_12G028300	gn8MXuryXLytnYacUUS9zstklbnUvdlU	R3	R4	R2	R1
Soybean	GLYMA_16G025900	Iu4vXdz9Wkdf9zSuCBAu7SIaU64K276P	R2	R4	R1	R3
Soybean	GLYMA_16G025900	YkzfA9QE3uqT8AnPOvr5xWtNVdWz2PgF	R2	R4	R3	R1
Soybean	GLYMA_16G025900	Vmc51III5NVVxaesjUIot7C7SHUQwHev	R2	R4	R3	R1
Soybean	GLYMA_18G029000	Q0wyBKjEJ9WjRlBuGbgsEPKxjyxqFDgN	R2	R4	R3	R1
Soybean	GLYMA_18G029000	c81eCPPhqmvgwIbUO1CRyiVjUeP3Ek5V	R2	R4	R3	R1
Soybean	GLYMA_18G029000	YkzfA9QE3uqT8AnPOvr5xWtNVdWz2PgF	R2	R4	R3	R1
Soybean	GLYMA_16G165500	rvOsdsSLq3AWQKT2NDw86Qn3TPunBw8n	R2	R4	R3	R1
Soybean	GLYMA_16G165500	Vmc51III5NVVxaesjUIot7C7SHUQwHev	R2	R4	R3	R1
Soybean	GLYMA_16G165500	IkL06HWQmR4uao51ypoLlA72c4Kipdel	R3	R4	R2	R1
Soybean	GLYMA_14G089000	WvqIaAKhqTf3hfWECTwKsyXJuKPwcSPl	R2	R4	R3	R1
Soybean	GLYMA_14G089000	LIVfMTp2Q195YVtCZ8tK7m19GF00r3cd	R1	R4	R2	R3
Soybean	GLYMA_14G089000	IU6JoJoFlb9GV3xXTm6UPYJVcjscKcJd	R4	R1	R2	R3
Soybean	GLYMA_20G068700	AU7QUOpT1H8P3eLhh5T0355nSvvx8TqH	R2	R3	R4	R1
Soybean	GLYMA_20G068700	l5SwVQsDNnKWTcSrAyffo8Kl8JuLLjDN	R1	R4	R3	R2
Soybean	GLYMA_20G068700	Vmc51III5NVVxaesjUIot7C7SHUQwHev	R2	R4	R3	R1
Soybean	GLYMA_18G282300	c9dCEDCTHzHjMPNbkcYKudCIY5J2yAty	R2	R4	R3	R1
Soybean	GLYMA_18G282300	mJCSm5hnf2XJKLsuGFV3Gd93RfZpZ7n5	R2	R4	R3	R1
Soybean	GLYMA_18G282300	wsdTZKnGp3fOytA1b5gneF2OBEuRWuOF	R2	R4	R3	R1
Soybean	GLYMA_05G176200	QtdiC24odCRKNg6t0NxsBx5HkjXgnnYX	R2	R4	R3	R1
Soybean	GLYMA_05G176200	Ud25PeZGzaFVHhfNbEEtLhFw27JIQHRy	R1	R4	R3	R2
Soybean	GLYMA_05G176200	IU6JoJoFlb9GV3xXTm6UPYJVcjscKcJd	R4	R1	R2	R3
Soybean	GLYMA_02G007900	mJCSm5hnf2XJKLsuGFV3Gd93RfZpZ7n5	R2	R4	R3	R1
Soybean	GLYMA_02G007900	pxbZmSdAGEhYGh3RgnDnLekkfzilwicj	R2	R4	R3	R1
Soybean	GLYMA_02G007900	YkzfA9QE3uqT8AnPOvr5xWtNVdWz2PgF	R2	R4	R3	R1
Wheat	TraesCS1A02G083000	dXqtQwwyDMTcGvSWNpErufIsARy17qGC	R4	R1	R2	R3
